Amount,Date,Sender,Recipient,Note
40.64,2019-10-21T00:00:00.000Z,Adam Sanders,Missy Hulme,Drinks on Friday 🥓😎
18.68,2019-10-21T00:00:00.000Z,,Gu's Dumplings,Dining
93.77,2019-10-22T00:00:00.000Z,,Marta Atlanta 00000018,Phone/Cable
52.32,2019-10-22T00:00:00.000Z,,Murphy6761atwalmart,Phone/Cable
52.58,2019-10-23T00:00:00.000Z,,Exxonmobil 48085070,Travel
98.87,2019-10-23T00:00:00.000Z,,La Abuela Ii,Health Care
25.42,2019-10-24T00:00:00.000Z,,Amagansett Supersav,Other Services
-79.98,2019-10-24T00:00:00.000Z,Lidia Barclay,Adam Sanders,Tickets on Friday 🥔🌭
34.8,2019-10-25T00:00:00.000Z,,Amazon.com*Azk12,Phone/Cable
55.36,2019-10-25T00:00:00.000Z,,Supercuts,Dining
-35.31,2019-10-26T00:00:00.000Z,Paula Gallagher,Adam Sanders,Tickets on Thursday 🍕🍐
38.96,2019-10-26T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Groceries on Sunday 🍞🥝
-75.81,2019-10-27T00:00:00.000Z,Thelma Stacey,Adam Sanders,Snacks on Wednesday 🧈🍋
-44.08,2019-10-27T00:00:00.000Z,Alivia Mackay,Adam Sanders,Groceries on Thursday 🥖🧆
-4.12,2019-10-28T00:00:00.000Z,Jamal Cole,Adam Sanders,Breakfast on Tuesday 🥙🍟
96.89,2019-10-28T00:00:00.000Z,,Anticos Pizza,Health Care
32.98,2019-10-29T00:00:00.000Z,Adam Sanders,Shaurya Horne,Groceries on Monday 👌🥳
48.02,2019-10-29T00:00:00.000Z,Adam Sanders,Devin Hollis,Drinks on Friday 🍎🤯
97.44,2019-10-30T00:00:00.000Z,Adam Sanders,Oran Crane,Snacks on Tuesday 🤠🥓
-68.63,2019-10-30T00:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Groceries on Friday 🍳🍈
-96.28,2019-10-31T00:00:00.000Z,Anthony Palacios,Adam Sanders,Drinks on Tuesday 🥝🍍
-61.69,2019-10-31T00:00:00.000Z,Sara Harrington,Adam Sanders,Groceries on Monday 🍳🥑
97.76,2019-11-01T00:00:00.000Z,Adam Sanders,Dominik Lowe,Groceries on Thursday 🍟🌶
88.16,2019-11-01T00:00:00.000Z,,Mezcalitos Group L,Other Services
29.5,2019-11-02T00:00:00.000Z,Adam Sanders,Theodor Larson,Tickets on Friday 🍅🥵
71.34,2019-11-02T00:00:00.000Z,,Sq *fifth Hammer Brewing,Merchandise
71.4,2019-11-03T00:00:00.000Z,,Uber Trip Azk12,Travel
93.04,2019-11-03T00:00:00.000Z,,Mta*metrocard Machine,Other Services
38.5,2019-11-04T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
5.92,2019-11-04T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
31.36,2019-11-05T01:00:00.000Z,Adam Sanders,Norman Liu,Lunch on Wednesday 🥑🌯
90.01,2019-11-05T01:00:00.000Z,,Ton Ton,Phone/Cable
52.61,2019-11-06T01:00:00.000Z,,Publix #719,Other Services
-86.12,2019-11-06T01:00:00.000Z,Dominik Lowe,Adam Sanders,Brunch on Wednesday 🍖🥒
-96.26,2019-11-07T01:00:00.000Z,Shaurya Horne,Adam Sanders,Breakfast on Thursday 😋🥙
64.24,2019-11-07T01:00:00.000Z,Adam Sanders,Jamal Cole,Dinner on Friday 🤐🥭
76.09,2019-11-08T01:00:00.000Z,Adam Sanders,Darcie Ferreira,Lunch on Sunday 😎🥔
50.75,2019-11-08T01:00:00.000Z,,Tm *atlanta Hawks,Phone/Cable
14.27,2019-11-09T01:00:00.000Z,,ConEd,Phone/Cable
61.38,2019-11-09T01:00:00.000Z,,Karakatta,Phone/Cable
88.33,2019-11-10T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
-95.76,2019-11-10T01:00:00.000Z,Dominik Lowe,Adam Sanders,Brunch on Tuesday 🥓🍓
84.68,2019-11-11T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
66.81,2019-11-11T01:00:00.000Z,,Playstationnetwork,Travel
-12.26,2019-11-12T01:00:00.000Z,Aiysha Fleming,Adam Sanders,Breakfast on Thursday 🍇🍈
13.3,2019-11-12T01:00:00.000Z,,Publix #719,Other Services
15.51,2019-11-13T01:00:00.000Z,,Tuk Tuk Thai Food Loft,Phone/Cable
74.45,2019-11-13T01:00:00.000Z,,Sunoco 0718764400,Health Care
52.36,2019-11-14T01:00:00.000Z,Adam Sanders,Oran Crane,Dinner on Thursday 🙏🤩
37.44,2019-11-14T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
89.59,2019-11-15T01:00:00.000Z,,Publix #719,Merchandise
60.47,2019-11-15T01:00:00.000Z,,Mta*metrocard Machine,Travel
67.51,2019-11-16T01:00:00.000Z,Adam Sanders,Norman Liu,Brunch on Friday 🤩🤠
61.33,2019-11-16T01:00:00.000Z,Adam Sanders,Murtaza Becker,Drinks on Monday 🍖🥞
48.05,2019-11-17T01:00:00.000Z,,Publix #719,Dining
33.19,2019-11-17T01:00:00.000Z,,Qt 838 07008386,Other Services
-3.36,2019-11-18T01:00:00.000Z,Missy Hulme,Adam Sanders,Brunch on Monday 🍉🧇
17.9,2019-11-18T01:00:00.000Z,,Exxonmobil 42181370,Merchandise
32.91,2019-11-19T01:00:00.000Z,Adam Sanders,Leen Mcgrath,Lunch on Sunday 🍍🥞
-12.6,2019-11-19T01:00:00.000Z,Aarron Timms,Adam Sanders,Dinner on Monday 👌🥓
-16.25,2019-11-20T01:00:00.000Z,Yousef Walls,Adam Sanders,Groceries on Friday 🥖🍞
73.21,2019-11-20T01:00:00.000Z,,Publix #719,Other Services
50.18,2019-11-21T01:00:00.000Z,,Supercuts,Merchandise
84.88,2019-11-21T01:00:00.000Z,,Publix #282,Travel
91.08,2019-11-22T01:00:00.000Z,,Barnes & Noble #1907,Phone/Cable
-58.48,2019-11-22T01:00:00.000Z,Abdurahman Fox,Adam Sanders,Tickets on Saturday 👌🥐
38.33,2019-11-23T01:00:00.000Z,Adam Sanders,Boyd Mcclain,Brunch on Thursday 🍠😍
43.39,2019-11-23T01:00:00.000Z,,Best Buy 00006098,Other Services
8.28,2019-11-24T01:00:00.000Z,,Anticos Pizza,Dining
2.04,2019-11-24T01:00:00.000Z,,Bp#4979753speaks #106,Other Services
56.16,2019-11-25T01:00:00.000Z,Adam Sanders,Malachi Cannon,Groceries on Monday 👌🤩
15.74,2019-11-25T01:00:00.000Z,Adam Sanders,Hassan Nicholson,Breakfast on Sunday 🥥🍗
43.83,2019-11-26T01:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
-69.67,2019-11-26T01:00:00.000Z,Norman Liu,Adam Sanders,Groceries on Saturday 🥕🥪
87.16,2019-11-27T01:00:00.000Z,,Tst* Sampan,Other Services
-87.52,2019-11-27T01:00:00.000Z,Norman Liu,Adam Sanders,Drinks on Thursday 🧄🤗
-56.91,2019-11-28T01:00:00.000Z,Kelsi Burt,Adam Sanders,Dinner on Friday 🍋🍒
14.44,2019-11-28T01:00:00.000Z,,Cvs/pharmacy #02082,Phone/Cable
70.87,2019-11-29T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
7.28,2019-11-29T01:00:00.000Z,,Cvs/pharmacy #02082,Travel
86.1,2019-11-30T01:00:00.000Z,Adam Sanders,Camden Merritt,Dinner on Wednesday 🍠😋
21.44,2019-11-30T01:00:00.000Z,,Spectrum,Health Care
29.57,2019-12-01T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
-55.19,2019-12-01T01:00:00.000Z,Emilis Jensen,Adam Sanders,Brunch on Tuesday 🙏🤠
98.04,2019-12-02T01:00:00.000Z,,Megabus.com,Other Services
59.78,2019-12-02T01:00:00.000Z,,Music Midtown,Phone/Cable
66.07,2019-12-03T01:00:00.000Z,,Record Stop Chs,Travel
-37.9,2019-12-03T01:00:00.000Z,Abdurahman Fox,Adam Sanders,Drinks on Monday 🍍👻
81.37,2019-12-04T01:00:00.000Z,,Gu's Dumplings,Dining
68.1,2019-12-04T01:00:00.000Z,,Exxonmobil 48085070,Travel
32.21,2019-12-05T01:00:00.000Z,Adam Sanders,Devin Hollis,Groceries on Sunday 🥭🥔
72.87,2019-12-05T01:00:00.000Z,,Taqueria Del Sol Howell,Health Care
-30.37,2019-12-06T01:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Breakfast on Friday ⛄️🍅
81.44,2019-12-06T01:00:00.000Z,,Publix #719,Other Services
99.84,2019-12-07T01:00:00.000Z,,Comcast Atlanta Cs 1x,Health Care
14.3,2019-12-07T01:00:00.000Z,Adam Sanders,Dominick Arellano,Groceries on Friday 🍏🥵
99.48,2019-12-08T01:00:00.000Z,,Citgo-metro Food & Gas,Dining
81.76,2019-12-08T01:00:00.000Z,,Chevron 0302330,Health Care
-13.07,2019-12-09T01:00:00.000Z,Todd Mcmillan,Adam Sanders,Groceries on Sunday 🧀🥚
27.94,2019-12-09T01:00:00.000Z,,Playstationnetwork,Phone/Cable
17.41,2019-12-10T01:00:00.000Z,,Mta*metrocard Machine,Travel
98.98,2019-12-10T01:00:00.000Z,,Publix #719,Travel
56.53,2019-12-11T01:00:00.000Z,,9640 Amc Online,Dining
22.22,2019-12-11T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
-12.94,2019-12-12T01:00:00.000Z,Aiysha Fleming,Adam Sanders,Snacks on Thursday 🥑🍐
22.61,2019-12-12T01:00:00.000Z,Adam Sanders,Jamal Cole,Drinks on Thursday 🌮🧈
43.58,2019-12-13T01:00:00.000Z,Adam Sanders,Murtaza Becker,Tickets on Tuesday 🥩🍋
-53.28,2019-12-13T01:00:00.000Z,Alivia Mackay,Adam Sanders,Drinks on Monday 🍊🥵
9.54,2019-12-14T01:00:00.000Z,,Mirch Masala,Dining
90.04,2019-12-14T01:00:00.000Z,,Citgo-metro Food & Gas,Phone/Cable
-32.35,2019-12-15T01:00:00.000Z,Theo Freeman,Adam Sanders,Tickets on Tuesday 🥓🥔
85.95,2019-12-15T01:00:00.000Z,,La Abuela Ii,Dining
11.27,2019-12-16T01:00:00.000Z,,ConEd,Phone/Cable
78.38,2019-12-16T01:00:00.000Z,,Barnes & Noble #1907,Health Care
97.6,2019-12-17T01:00:00.000Z,,Citgo-metro Food & Gas,Phone/Cable
53.74,2019-12-17T01:00:00.000Z,,Publix #719,Phone/Cable
98.87,2019-12-18T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
40.13,2019-12-18T01:00:00.000Z,Adam Sanders,Arron Thorne,Breakfast on Sunday 🤑🥑
4.57,2019-12-19T01:00:00.000Z,Adam Sanders,Jo Pena,Dinner on Tuesday 🍑🤟
51.85,2019-12-19T01:00:00.000Z,,Publix #719,Merchandise
97.64,2019-12-20T01:00:00.000Z,,Bp#4979753speaks #106,Phone/Cable
28.32,2019-12-20T01:00:00.000Z,Adam Sanders,Arron Thorne,Dinner on Saturday 🧀🍟
96.07,2019-12-21T01:00:00.000Z,Adam Sanders,Nabilah Knowles,Brunch on Sunday 🤑🥪
88.67,2019-12-21T01:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
63.22,2019-12-22T01:00:00.000Z,Adam Sanders,Theo Freeman,Dinner on Wednesday 😋🤟
-22.41,2019-12-22T01:00:00.000Z,Emilis Jensen,Adam Sanders,Dinner on Thursday 🤟🥔
42.97,2019-12-23T01:00:00.000Z,Adam Sanders,Shaurya Horne,Brunch on Sunday 🧈🍈
35.65,2019-12-23T01:00:00.000Z,Adam Sanders,Theo Freeman,Brunch on Wednesday 🥐🥬
50.58,2019-12-24T01:00:00.000Z,,Sq *fifth Hammer Brewing,Dining
-20.54,2019-12-24T01:00:00.000Z,Paula Gallagher,Adam Sanders,Snacks on Saturday 🧅🍕
-42.84,2019-12-25T01:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Drinks on Thursday 🤠🍔
9.56,2019-12-25T01:00:00.000Z,,La Abuela Ii,Health Care
27.49,2019-12-26T01:00:00.000Z,,Uber Trip,Other Services
98.19,2019-12-26T01:00:00.000Z,,Taqueria Del Sol Athens,Phone/Cable
25.75,2019-12-27T01:00:00.000Z,,Amagansett Supersav,Health Care
49.32,2019-12-27T01:00:00.000Z,,Megabus.com,Dining
4.62,2019-12-28T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
33.85,2019-12-28T01:00:00.000Z,,9640 Amc Online,Other Services
-43.63,2019-12-29T01:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Brunch on Monday 🥝🌯
98.14,2019-12-29T01:00:00.000Z,Adam Sanders,Kelsi Burt,Lunch on Tuesday 🥖🤑
93.64,2019-12-30T01:00:00.000Z,Adam Sanders,Alivia Mackay,Groceries on Saturday 🍗🍕
26.32,2019-12-30T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
3.92,2019-12-31T01:00:00.000Z,Adam Sanders,Kitty John,Drinks on Thursday 🤗🍟
-15.92,2019-12-31T01:00:00.000Z,Arron Thorne,Adam Sanders,Dinner on Tuesday 🥔🍠
21.57,2020-01-01T01:00:00.000Z,Adam Sanders,Jadene Holding,Lunch on Sunday 🍅🧄
19.4,2020-01-01T01:00:00.000Z,Adam Sanders,Theo Freeman,Lunch on Monday 🧇🥕
24.12,2020-01-02T01:00:00.000Z,,Cinepolis Chelsea,Merchandise
2.92,2020-01-02T01:00:00.000Z,,9640 Amc Online,Other Services
57.77,2020-01-03T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
17.82,2020-01-03T01:00:00.000Z,,Mercantile And Mas,Phone/Cable
13.38,2020-01-04T01:00:00.000Z,,Tm *atlanta United Fc,Phone/Cable
-69.98,2020-01-04T01:00:00.000Z,Renae Hutchinson,Adam Sanders,Drinks on Wednesday 🍓🧇
85.11,2020-01-05T01:00:00.000Z,,ConEd,Travel
10.75,2020-01-05T01:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Lunch on Tuesday 🍖🍐
94.95,2020-01-06T01:00:00.000Z,,Publix #719,Travel
66.96,2020-01-06T01:00:00.000Z,,Tm *atlanta United Fc,Dining
-76.63,2020-01-07T01:00:00.000Z,Renae Hutchinson,Adam Sanders,Breakfast on Sunday 🧄⛄️
25.01,2020-01-07T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
76.03,2020-01-08T01:00:00.000Z,Adam Sanders,Camron Ramirez,Breakfast on Thursday 🥦🍇
99.87,2020-01-08T01:00:00.000Z,,Supercuts,Travel
37.44,2020-01-09T01:00:00.000Z,,Supercuts,Health Care
-1.86,2020-01-09T01:00:00.000Z,Gemma Avery,Adam Sanders,Lunch on Wednesday 🍌🥩
-87.18,2020-01-10T01:00:00.000Z,Norman Liu,Adam Sanders,Breakfast on Thursday 🍟🥔
25.39,2020-01-10T01:00:00.000Z,,Texaco 0381549,Dining
12.06,2020-01-11T01:00:00.000Z,,La Abuela Ii,Health Care
21.32,2020-01-11T01:00:00.000Z,,Music Midtown,Health Care
7.67,2020-01-12T01:00:00.000Z,,Chevron 0302330,Dining
75.45,2020-01-12T01:00:00.000Z,,Spectrum,Health Care
63.95,2020-01-13T01:00:00.000Z,,Publix #719,Travel
47.19,2020-01-13T01:00:00.000Z,Adam Sanders,Lex Curran,Breakfast on Tuesday 🍇🌶
-13.48,2020-01-14T01:00:00.000Z,Lidia Barclay,Adam Sanders,Breakfast on Friday 🧄🍠
71.19,2020-01-14T01:00:00.000Z,,Ookook Korean Bbq,Health Care
66.48,2020-01-15T01:00:00.000Z,,Bp#4979753speaks #106,Dining
83.78,2020-01-15T01:00:00.000Z,Adam Sanders,Abdurahman Fox,Tickets on Saturday 🍟🤯
-89.38,2020-01-16T01:00:00.000Z,Courtnie Mccarty,Adam Sanders,Snacks on Friday 🍅🥙
62.91,2020-01-16T01:00:00.000Z,,Uber Eats,Phone/Cable
40.56,2020-01-17T01:00:00.000Z,Adam Sanders,Jadene Holding,Breakfast on Monday 🥓😋
94.72,2020-01-17T01:00:00.000Z,Adam Sanders,Cory Maguire,Snacks on Tuesday 🍇👻
-85.4,2020-01-18T01:00:00.000Z,Everett Dalton,Adam Sanders,Snacks on Tuesday 😋🍉
57.56,2020-01-18T01:00:00.000Z,,Amagansett Supersav,Travel
51.83,2020-01-19T01:00:00.000Z,Adam Sanders,Hina Couch,Groceries on Monday 👻🥖
91.72,2020-01-19T01:00:00.000Z,,Bar Taco Inman Park,Other Services
-32.36,2020-01-20T01:00:00.000Z,Lex Curran,Adam Sanders,Lunch on Saturday 🧄🍔
57.19,2020-01-20T01:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
-36.38,2020-01-21T01:00:00.000Z,Emilis Jensen,Adam Sanders,Snacks on Thursday 🤯🙏
-25.7,2020-01-21T01:00:00.000Z,Lidia Barclay,Adam Sanders,Brunch on Wednesday 🥝🍟
87.99,2020-01-22T01:00:00.000Z,,Publix #719,Health Care
12.34,2020-01-22T01:00:00.000Z,,Victory Sandwich Bar - De,Other Services
51.05,2020-01-23T01:00:00.000Z,,Fellini's Pizza-buckhe,Merchandise
3.24,2020-01-23T01:00:00.000Z,,ConEd,Travel
52.37,2020-01-24T01:00:00.000Z,,Bp#8247694circle K St 27,Health Care
93.46,2020-01-24T01:00:00.000Z,Adam Sanders,Camron Ramirez,Brunch on Friday 🧄🥥
13.76,2020-01-25T01:00:00.000Z,,Supercuts,Merchandise
-61.74,2020-01-25T01:00:00.000Z,Courtnie Mccarty,Adam Sanders,Lunch on Friday 🍗🥩
30.96,2020-01-26T01:00:00.000Z,,Music Midtown,Dining
92.17,2020-01-26T01:00:00.000Z,,76 - Gse 76 Los Feliz,Merchandise
-53.14,2020-01-27T01:00:00.000Z,Tyriq Chavez,Adam Sanders,Snacks on Wednesday 🧆🧇
85.2,2020-01-27T01:00:00.000Z,,Trader Joe's #539 Qps,Dining
14.92,2020-01-28T01:00:00.000Z,,Tst* Sampan,Merchandise
61.22,2020-01-28T01:00:00.000Z,,Bp#1721828ck 2211932,Travel
-78.92,2020-01-29T01:00:00.000Z,Camden Merritt,Adam Sanders,Drinks on Wednesday 🍋🍊
41.94,2020-01-29T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
57.03,2020-01-30T01:00:00.000Z,,Fellini's Pizza-buckhe,Other Services
69.18,2020-01-30T01:00:00.000Z,,Amagansett Supersav,Phone/Cable
-88.06,2020-01-31T01:00:00.000Z,Devin Hollis,Adam Sanders,Snacks on Thursday 🌶🤠
84.99,2020-01-31T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
9.37,2020-02-01T01:00:00.000Z,,Playstationnetwork,Phone/Cable
-58.75,2020-02-01T01:00:00.000Z,Kitty John,Adam Sanders,Lunch on Saturday 😋🤗
91.36,2020-02-02T01:00:00.000Z,,Ingles Gas Exp #133,Dining
56.75,2020-02-02T01:00:00.000Z,,Supercuts,Merchandise
76.99,2020-02-03T01:00:00.000Z,,Uber Eats Azk12,Merchandise
4.81,2020-02-03T01:00:00.000Z,,Amer Mus Nat Hist Tix,Travel
85.01,2020-02-04T01:00:00.000Z,Adam Sanders,Nabilah Knowles,Brunch on Sunday 🍍🍉
40.92,2020-02-04T01:00:00.000Z,,Publix #719,Dining
13.61,2020-02-05T01:00:00.000Z,Adam Sanders,Malachi Cannon,Tickets on Tuesday 😍🤑
74.62,2020-02-05T01:00:00.000Z,,Qt 761 07007610,Health Care
81.55,2020-02-06T01:00:00.000Z,Adam Sanders,Omar Nairn,Breakfast on Friday 🧇🍐
99.75,2020-02-06T01:00:00.000Z,Adam Sanders,Camden Merritt,Groceries on Saturday 🥳🥞
80.41,2020-02-07T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
18.8,2020-02-07T01:00:00.000Z,Adam Sanders,Yousef Walls,Drinks on Wednesday 🥭🌶
52.04,2020-02-08T01:00:00.000Z,,Victory Sandwich Bar - De,Health Care
63.78,2020-02-08T01:00:00.000Z,Adam Sanders,Shaurya Horne,Brunch on Sunday 🍟🍓
82.84,2020-02-09T01:00:00.000Z,,Karakatta,Travel
13.89,2020-02-09T01:00:00.000Z,Adam Sanders,Leen Mcgrath,Tickets on Monday 🥞🤠
21.83,2020-02-10T01:00:00.000Z,Adam Sanders,Oran Crane,Lunch on Tuesday 🥔🍋
2.03,2020-02-10T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
-53.38,2020-02-11T01:00:00.000Z,Aiysha Fleming,Adam Sanders,Lunch on Tuesday 🍔🍞
94.21,2020-02-11T01:00:00.000Z,Adam Sanders,Yousef Walls,Tickets on Wednesday 🍆🧅
59.7,2020-02-12T01:00:00.000Z,,Megabus.com,Merchandise
-38.15,2020-02-12T01:00:00.000Z,Tyriq Chavez,Adam Sanders,Lunch on Saturday 🧄🍋
21.04,2020-02-13T01:00:00.000Z,,Exxonmobil 97303341,Dining
66.19,2020-02-13T01:00:00.000Z,,Fellini's Pizza-buckhe,Phone/Cable
-27.22,2020-02-14T01:00:00.000Z,Paula Gallagher,Adam Sanders,Snacks on Sunday 🥝🍟
75.07,2020-02-14T01:00:00.000Z,Adam Sanders,Leen Mcgrath,Breakfast on Sunday 🧄🍔
-85.74,2020-02-15T01:00:00.000Z,Jadene Holding,Adam Sanders,Groceries on Thursday 🍗🧅
87,2020-02-15T01:00:00.000Z,,Ifc Theatres Llc Box Off,Travel
95.27,2020-02-16T01:00:00.000Z,Adam Sanders,Amelia-Lily Pham,Snacks on Sunday 🥚🥦
7.41,2020-02-16T01:00:00.000Z,,Amarachi Restaurant,Dining
-32.68,2020-02-17T01:00:00.000Z,Courtnie Mccarty,Adam Sanders,Brunch on Sunday 🥵🍊
-95.46,2020-02-17T01:00:00.000Z,Malachi Cannon,Adam Sanders,Brunch on Monday 🥔🍏
71.1,2020-02-18T01:00:00.000Z,,Amazon Mktplace Pmts Www.,Other Services
34.32,2020-02-18T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
41.18,2020-02-19T01:00:00.000Z,,Cvs/pharmacy #02082,Dining
85.94,2020-02-19T01:00:00.000Z,,Spectrum,Travel
96.99,2020-02-20T01:00:00.000Z,Adam Sanders,Boyd Mcclain,Brunch on Sunday 🍳🍠
82.3,2020-02-20T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
46.64,2020-02-21T01:00:00.000Z,,Mercantile And Mas,Health Care
75.17,2020-02-21T01:00:00.000Z,Adam Sanders,Devin Hollis,Snacks on Saturday 🥳🍔
-30.18,2020-02-22T01:00:00.000Z,Leen Mcgrath,Adam Sanders,Snacks on Wednesday 🌭🤑
45.89,2020-02-22T01:00:00.000Z,Adam Sanders,Boyd Mcclain,Groceries on Monday 🥥🥯
-67.45,2020-02-23T01:00:00.000Z,Lidia Barclay,Adam Sanders,Lunch on Thursday 🌯🍑
17.28,2020-02-23T01:00:00.000Z,Adam Sanders,Thelma Stacey,Tickets on Thursday 🥯🍊
58.07,2020-02-24T01:00:00.000Z,,Harris Teeter #80,Other Services
85.91,2020-02-24T01:00:00.000Z,,Amarachi Restaurant,Travel
37.37,2020-02-25T01:00:00.000Z,,Supercuts,Travel
45.73,2020-02-25T01:00:00.000Z,Adam Sanders,Oran Crane,Tickets on Friday 🥓🤩
76.78,2020-02-26T01:00:00.000Z,,Ifc Theatres Llc Box Off,Other Services
52.43,2020-02-26T01:00:00.000Z,,Comcast Atlanta Cs 1x,Merchandise
88.96,2020-02-27T01:00:00.000Z,Adam Sanders,Cory Maguire,Breakfast on Friday 🥞🍏
81.41,2020-02-27T01:00:00.000Z,,Exxonmobil 48085070,Merchandise
94.71,2020-02-28T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
43.17,2020-02-28T01:00:00.000Z,Adam Sanders,Everett Dalton,Groceries on Wednesday 🍎🤑
-66.14,2020-02-29T01:00:00.000Z,Thelma Stacey,Adam Sanders,Tickets on Thursday 🤟🤟
29.93,2020-02-29T01:00:00.000Z,,Amagansett Supersav,Health Care
39.41,2020-03-01T01:00:00.000Z,,Spectrum,Travel
-90.6,2020-03-01T01:00:00.000Z,Jo Pena,Adam Sanders,Dinner on Tuesday 🍑🤯
41.51,2020-03-02T01:00:00.000Z,,Exxonmobil 48085070,Merchandise
28.87,2020-03-02T01:00:00.000Z,,Exxonmobil 42181370,Merchandise
-25.12,2020-03-03T01:00:00.000Z,Yousef Walls,Adam Sanders,Drinks on Saturday 🍟🥕
51.12,2020-03-03T01:00:00.000Z,Adam Sanders,Malachi Cannon,Groceries on Sunday 😎🍗
61.4,2020-03-04T01:00:00.000Z,,Ton Ton,Travel
61.64,2020-03-04T01:00:00.000Z,,Bp#8247694circle K St 27,Health Care
-59.33,2020-03-05T01:00:00.000Z,Paula Gallagher,Adam Sanders,Groceries on Sunday 🥩🧈
9.68,2020-03-05T01:00:00.000Z,,Taqueria Del Sol Athens,Health Care
-22.73,2020-03-06T01:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Breakfast on Saturday 🍞🤑
82.52,2020-03-06T01:00:00.000Z,,Amagansett Supersav,Other Services
-58.04,2020-03-07T01:00:00.000Z,Lex Curran,Adam Sanders,Groceries on Thursday 🍗🍋
23.24,2020-03-07T01:00:00.000Z,,Publix #719,Travel
77.49,2020-03-08T01:00:00.000Z,,ConEd,Dining
24.73,2020-03-08T01:00:00.000Z,,Mercedes Benz Stadium,Dining
18.26,2020-03-09T00:00:00.000Z,,Shell Oil 57446255408,Dining
-92.6,2020-03-09T00:00:00.000Z,Sara Harrington,Adam Sanders,Breakfast on Thursday 🥪🍇
1.06,2020-03-10T00:00:00.000Z,,Sq *american Whiskey,Other Services
-13.61,2020-03-10T00:00:00.000Z,Hina Couch,Adam Sanders,Snacks on Saturday 🥞🍒
23.78,2020-03-11T00:00:00.000Z,,Ticketmaster,Merchandise
94.29,2020-03-11T00:00:00.000Z,,Spectrum,Other Services
2.99,2020-03-12T00:00:00.000Z,,Down The Hatch,Dining
67.99,2020-03-12T00:00:00.000Z,,Sunoco 0718764400,Other Services
14.49,2020-03-13T00:00:00.000Z,,Amarachi Restaurant,Merchandise
74.17,2020-03-13T00:00:00.000Z,Adam Sanders,Aiysha Fleming,Brunch on Saturday 🥩👌
48.72,2020-03-14T00:00:00.000Z,,Wagaya,Health Care
75.3,2020-03-14T00:00:00.000Z,Adam Sanders,Camden Merritt,Drinks on Saturday 🥩🍏
72.96,2020-03-15T00:00:00.000Z,,Sq *brick+mortar Go,Travel
48.64,2020-03-15T00:00:00.000Z,Adam Sanders,Camden Merritt,Groceries on Monday 🧄🍎
55.63,2020-03-16T00:00:00.000Z,,Mta*metrocard Machine,Travel
60.93,2020-03-16T00:00:00.000Z,Adam Sanders,Jo Pena,Drinks on Thursday 🍕🥓
73.07,2020-03-17T00:00:00.000Z,,Record Stop Chs,Phone/Cable
21.74,2020-03-17T00:00:00.000Z,,Rosati's Pizza- Buckhead,Travel
45.89,2020-03-18T00:00:00.000Z,,Wagaya,Travel
72.2,2020-03-18T00:00:00.000Z,,Amagansett Supersav,Dining
91.7,2020-03-19T00:00:00.000Z,,Shell Oil 57446255408,Merchandise
-2.69,2020-03-19T00:00:00.000Z,Kelsi Burt,Adam Sanders,Groceries on Sunday 🧇🤩
22.73,2020-03-20T00:00:00.000Z,,Publix #719,Health Care
-26.2,2020-03-20T00:00:00.000Z,Courtnie Mccarty,Adam Sanders,Brunch on Sunday 🥖🥵
37.12,2020-03-21T00:00:00.000Z,Adam Sanders,Aarron Timms,Drinks on Monday 😎😋
56.11,2020-03-21T00:00:00.000Z,,Bp#1658533discount Zone,Health Care
4.85,2020-03-22T00:00:00.000Z,,Amazon.com*Azk12,Dining
79.35,2020-03-22T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
